source,section,subsection,type,content,tags,weight
linux_windows_cheatsheet,WINDOWS SERVER — IIS AND FTP,FTP NAT Fix and DNS,command,"# Disable built-in FTP proxy on RRAS (interferes with FTP through NAT)
netsh routing ip nat delete ftp
# Flush DNS
ipconfig /flushdns
nslookup www.school.test","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,cisco,router,switch,networking,commands,ios,nat,translation,inside,outside,overload,masquerade,pat,window,iis,ii,ftp,fix,dns,dn,disable,lock,deactivate,prevent,disabl,built-in,proxy,proxi,rras,routing,remote access,vpn,rra,interferes,interfer,netsh,rout,ip,address,subnet,cidr,host,network,dhcp,ipv4,delete,remove,del,userdel,erase,drop,delet,flush,ipconfig,flushdns,flushdn,nslookup,www,school,test,www school,www school test,flush dns,netsh routing,netsh routing ip,nslookup www,routing ip,windows server iis",0.706
linux_windows_cheatsheet,WINDOWS SERVER — GPO,GPO Verification and Update,command,"gpresult /R
gpupdate /force
Backup-GPO -All -Path C:\GPOBackups
Get-Command -Noun gpo","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,verify,check,id,query,man,window,gpo,group policy,policy,aduc,ou,baseline,security,verification,verif,update,updat,gpresult,gpupdate,gpupdat,force,forc,backup-gpo,path,gpobackups,gpobackup,get-command,-command,noun,gpo verification,all path,all path gpobackups,backup-gpo all,backup-gpo all path,get-command noun,path gpobackups,verification and",0.7717
linux_windows_cheatsheet,WINDOWS SERVER — PKI,certutil Commands,command,"certutil
certutil -ping
certutil -cainfo
certutil -adca
certutil -verifykeys
certutil -store
certutil -pulse","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,pki,ca,certificate authority,adcs,certificate,tls,ssl,enrollment,template,authority,window,certutil,commands,command,ping,cainfo,adca,verifykeys,verifykey,store,pulse,puls,commands certutil,server pki,windows server pki,certutil adca,certutil cainfo,certutil ping,certutil verifykeys,certutil pulse",0.8074
linux_windows_cheatsheet,WINDOWS SERVER — PKI,PowerShell CA Cmdlets,command,"Get-CAAuthorityInformationAccess
Get-CACrlDistributionPoint
Get-CATemplate","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,powershell,cmdlet,new-aduser,import-csv,module,script,bulk,active,directory,pki,ca,certificate authority,adcs,certificate,tls,ssl,enrollment,template,authority,window,powershel,cmdlets,get-caauthorityinformationaccess,-caauthorityinformationaccess,get-cacrldistributionpoint,-cacrldistributionpoint,get-catemplate,get-catempl,-catemplate,ca cmdlets,powershell ca,powershell ca cmdlets,server pki,windows server pki,windows server",0.7801
linux_windows_cheatsheet,WINDOWS SERVER — PKI,Apply IPsec GPO,command,"gpupdate /force
gpresult /R
# Wireshark filter after IPsec:
# ip.addr == 172.16.1.10 && ip.addr == 172.16.1.251
# Expected: ISAKMP and ESP packets instead of ICMP","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,pki,ca,certificate authority,adcs,certificate,tls,ssl,enrollment,template,authority,ipsec,isolation,policy,window,apply,appli,sec,gpo,group policy,aduc,ou,baseline,security,gpupdate,gpupdat,force,forc,gpresult,wireshark,filter,ip,address,subnet,cidr,host,network,dhcp,ipv4,addr,expected,expect,isakmp,esp,packets,packet,instead,icmp,ip addr,isakmp and,isakmp and esp,addr ip,addr ip addr,ip addr ip,server pki,windows server pki",0.7264
linux_windows_cheatsheet,OPENVPN SERVER,Install and Generate PKI,command,"sudo dnf -y install https://dl.fedoraproject.org/pub/epel/epel-release-latest-8.noarch.rpm
sudo dnf install openvpn easy-rsa -y
sudo cp -rp /usr/share/easy-rsa/3.0/ /etc/openvpn/server/easyrsa3.0
sudo cp -p /usr/share/doc/easy-rsa/vars.example /etc/openvpn/server/easyrsa3.0/vars
cd /etc/openvpn/server/easyrsa3.0/
./easyrsa clean-all
./easyrsa gen-dh
./easyrsa build-ca
./easyrsa build-server-full server1 nopass
./easyrsa build-client-full client1
openvpn --genkey --secret /etc/openvpn/server/ta.key","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,pki,ca,certificate authority,adcs,certificate,tls,ssl,enrollment,template,authority,vpn,virtual private network,tunnel,remote access,pptp,sstp,l2tp,ikev2,openvpn,wireguard,rras,remote,access,easy-rsa,udp,1194,instal,generate,gener,https,http,dl,fedoraproject,org,pub,epel,epel-release-latest-8,noarch,arch,cp,rp,usr,share,easyrsa3,doc,vars,var,example,exampl,cd,easyrsa,clean-all,clean-al,gen-dh,build-ca,build-server-full,build-server-ful,server1,nopass,pass,build-client-full,build-client-ful,client1,genkey,secret,ta,key,openvpn server,etc openvpn server,etc openvpn,openvpn server easyrsa3,server easyrsa3,usr share,sudo cp,dnf install",0.6594
linux_windows_cheatsheet,OPENVPN SERVER,Copy Certs to Client and Start Server,command,"sudo scp -p /etc/openvpn/server/ta.key \
  /etc/openvpn/server/easyrsa3.0/pki/ca.crt \
  /etc/openvpn/server/easyrsa3.0/pki/*/client1.{crt,key} \
  <user>@<client_IP>:/tmp

firewall-cmd --add-service=openvpn --permanent
firewall-cmd --reload
sudo openvpn --cd /etc/openvpn/server --config server.ovpn","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,vpn,virtual private network,tunnel,remote access,pptp,sstp,l2tp,ikev2,openvpn,wireguard,rras,remote,access,easy-rsa,pki,ca,certificate authority,adcs,certificate,tls,ssl,enrollment,template,udp,1194,copy,copi,certs,cert,client,pc,desktop,computer,workstation,join,scp,ta,key,easyrsa3,crt,client1,user,users,account,useradd,adduser,userdel,usermod,person,login,new-aduser,ip,address,subnet,cidr,host,network,dhcp,ipv4,tmp,add-service,add-servic,perman,reload,cd,ovpn,openvpn server,etc openvpn server,etc openvpn,server easyrsa3 pki,easyrsa3 pki,openvpn server easyrsa3,server easyrsa3,client ip",0.7005
linux_windows_cheatsheet,OPENVPN CLIENT,Install and Connect,command,"sudo dnf install openvpn
sudo mv /tmp/ta.key /tmp/ca.crt /tmp/client1.* /etc/openvpn/client
sudo chown root:root /etc/openvpn/client/{ta.key,ca.crt,client1.key,client1.crt}
sudo chmod u=r,o-rwx /etc/openvpn/client/{ta.key,ca.crt,client1.key,client1.crt}
sudo openvpn --cd /etc/openvpn/client --config rocky2.ovpn
ip addr show
ping 10.31.33.1","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,vpn,virtual private network,tunnel,remote access,pptp,sstp,l2tp,ikev2,openvpn,wireguard,rras,remote,access,easy-rsa,pki,ca,certificate authority,adcs,certificate,tls,ssl,enrollment,template,udp,1194,client,pc,desktop,computer,workstation,join,instal,connect,mv,tmp,ta,key,crt,client1,chown,chmod,o-rwx,cd,rocky2,ovpn,ip,address,subnet,cidr,host,network,dhcp,ipv4,addr,show,display,list,view,check,get,verify,print,ping,openvpn client,etc openvpn client,etc openvpn,ca crt,ta key,client ta,client ta key,crt sudo",0.715
linux_windows_cheatsheet,OPENVPN SERVER,Enable IP Forwarding and Firewall Rules,command,"sysctl -w net.ipv4.ip_forward=1
sudo nano /etc/sysctl.conf
# net.ipv4.ip_forward=1
sysctl -p
sudo firewall-cmd --direct --add-rule ipv4 filter FORWARD 0 -i tun+ -j ACCEPT
sudo firewall-cmd --direct --add-rule ipv4 filter FORWARD 0 -o tun+ -j ACCEPT
sudo firewall-cmd --direct --add-rule ipv4 nat POSTROUTING 0 -o ens160 -j MASQUERADE
sudo firewall-cmd --permanent --direct --add-rule ipv4 filter FORWARD 0 -i tun+ -j ACCEPT
sudo firewall-cmd --permanent --direct --add-rule ipv4 filter FORWARD 0 -o tun+ -j ACCEPT
sudo firewall-cmd --permanent --direct --add-rule ipv4 nat POSTROUTING 0 -o ens160 -j MASQUERADE","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,vpn,virtual private network,tunnel,remote access,pptp,sstp,l2tp,ikev2,openvpn,wireguard,rras,remote,access,easy-rsa,pki,ca,certificate authority,adcs,certificate,tls,ssl,enrollment,template,udp,1194,enabl,ip,address,subnet,cidr,host,network,dhcp,ipv4,forwarding,forward,firewal,rules,sysctl,net,nano,conf,direct,add-rule,add-rul,filter,tun,accept,nat,translation,inside,outside,overload,masquerade,pat,postrouting,postrout,ens160,masquerad,perman,add-rule ipv4,direct add-rule,direct add-rule ipv4,accept sudo,accept sudo firewall-cmd,add-rule ipv4 filter,filter forward,filter forward tun",0.7345
linux_windows_cheatsheet,VYOS VPN,Port Forwarding for OpenVPN and WireGuard,command,"configure
set nat destination rule 10 description 'Port Forward: OpenVPN'
set nat destination rule 10 destination port '1194'
set nat destination rule 10 inbound-interface name eth3
set nat destination rule 10 protocol 'udp'
set nat destination rule 10 translation address '10.13.14.1'
commit
save

set nat destination rule 20 description 'Port Forward: WireGuard'
set nat destination rule 20 destination port '51820'
set nat destination rule 20 inbound-interface 'eth3'
set nat destination rule 20 protocol 'udp'
set nat destination rule 20 translation address '10.13.14.1'
commit
save","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,vpn,virtual private network,tunnel,remote access,pptp,sstp,l2tp,ikev2,openvpn,wireguard,rras,remote,access,easy-rsa,pki,ca,certificate authority,adcs,certificate,tls,ssl,enrollment,template,udp,1194,modern,51820,peer,public,key,vyos,vyo,forwarding,forward,configur,nat,translation,inside,outside,overload,masquerade,pat,destination,destin,description,descript,inbound-interface,inbound-interfac,name,eth3,protocol,translat,address,commit,save,destination rule,nat destination,nat destination rule,set nat destination,set nat,address commit,address commit save,description port",0.7514
linux_windows_cheatsheet,VYOS VPN,Enable SSH on VyOS,command,"configure
set service ssh
commit
save
ssh vyos@<vyos_IP>","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,vpn,virtual private network,tunnel,remote access,pptp,sstp,l2tp,ikev2,openvpn,wireguard,rras,remote,access,cisco,router,switch,networking,commands,ios,ssh,secure,login,telnet,crypto,rsa,transport,vty,local,vyos,vyo,enabl,configur,servic,commit,save,ip,address,subnet,cidr,host,network,dhcp,ipv4,enable ssh on,on vyos,vyos configure,enable ssh,vyos vpn,ssh on,configure set,commit save",0.7424
linux_windows_cheatsheet,WIREGUARD,Install and Generate Keys,command,"sudo dnf install -y https://www.elrepo.org/elrepo-release-8.el8.elrepo.noarch.rpm
sudo dnf install -y kmod-wireguard wireguard-tools
wg genkey | sudo tee /etc/wireguard/$HOSTNAME.private.key | wg pubkey | sudo tee /etc/wireguard/$HOSTNAME.public.key
sudo chmod 600 /etc/wireguard/$HOSTNAME.private.key /etc/wireguard/$HOSTNAME.public.key
ls -l /etc/wireguard/","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,vpn,virtual private network,tunnel,remote access,pptp,sstp,l2tp,ikev2,openvpn,wireguard,rras,modern,udp,51820,peer,public,key,instal,generate,gener,keys,https,http,www,elrepo,org,elrepo-release-8,el8,noarch,arch,kmod-wireguard,wireguard-tools,wireguard-tool,wg,genkey,tee,hostname,hostnam,private,privat,pubkey,chmod,ls,etc wireguard,etc wireguard hostname,wireguard hostname,hostname public,hostname public key,wireguard hostname public,hostname private,hostname private key",0.7184
linux_windows_cheatsheet,WIREGUARD,Start WireGuard and Verify,command,"sudo systemctl enable --now wg-quick@wg0
sudo firewall-cmd --permanent --add-port=51820/udp --zone=public
sudo firewall-cmd --permanent --zone=public --add-masquerade
sudo firewall-cmd --reload
ping 192.0.2.1
sudo WG_HIDE_KEYS=never wg show","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,root,configure,config,setup,set,customise,customize,edit,change,install,add,deploy,enable,apt,service,systemctl,firewall,firewall-cmd,iptables,port,allow,block,rule,zone,permanent,windows,server,win,microsoft,ad,domain,active directory,cheatsheet,vpn,virtual private network,tunnel,remote access,pptp,sstp,l2tp,ikev2,openvpn,wireguard,rras,modern,udp,51820,peer,public,key,verify,verifi,enabl,wg-quick,wg0,perman,add-port,add-masquerade,add-masquerad,reload,ping,wg,hide,keys,never,show,display,list,view,check,get,print,zone public,firewall-cmd permanent,sudo firewall-cmd permanent,sudo firewall-cmd,keys never,keys never wg,zone public sudo,add-port udp",0.7474
powershell_admin_cheatsheet,POWERSHELL FUNDAMENTALS,Getting Help and Discovering Commands,command,"# Get help on any command
Get-Help Get-ADUser
Get-Help Get-ADUser -Examples          # show usage examples
Get-Help Get-ADUser -Full              # complete documentation
Get-Help Get-ADUser -Online            # open in browser

# Update local help files
Update-Help
Update-Help -Force

# Discover commands
Get-Command *dns*                      # find DNS-related commands
Get-Command *dhcp*                     # find DHCP commands
Get-Command *gpo*                      # find GPO commands
Get-Command -Noun ADUser               # commands that work on ADUser objects
Get-Command -Module ActiveDirectory    # all AD module commands
Get-Command -Module DnsServer          # all DNS server commands
Get-Command -Module DHCPServer         # all DHCP server commands
Get-Command -Module GroupPolicy        # all GPO commands

# View object properties and methods
Get-ADUser jansen | Get-Member         # see all properties + methods
Get-Service | Get-Member
""hello"" | Get-Member                   # string methods

# Aliases reference
Get-Alias ls                           # what does ls alias to?
Get-Alias | Where-Object {$_.Definition -eq 'Get-ChildItem'}","windows,server,win,microsoft,ad,domain,active directory,active,directory,adds,dc,domain controller,promote,forest,install,aduc,adac,ou,user,management,powershell,gpo,group policy,policy,baseline,security,configure,config,setup,set,customise,customize,edit,change,admin,cheatsheet,cmdlet,new-aduser,import-csv,module,script,bulk,powershel,fundamentals,fundament,fundamental,getting,get,ting,help,discovering,discov,commands,command,get-help,-help,get-aduser,get-adus,-aduser,examples,exampl,example,show,display,list,view,check,verify,print,usage,usag,full,complete,complet,documentation,document,online,onlin,open,browser,update,updat,local,files,file,update-help,force,forc,discover,get-command,-command,dns,dn,find,dns-related,dns-relat,dhcp,ip,address,lease,pool,network,router,noun,aduser,adus,work,objects,object,modul,activedirectory,activedirectori,dnsserver,dhcpserver,grouppolicy,grouppolici,properties,properti,property,methods,method,jansen,get-member,get-memb,-member,get-service,get-servic,-service,hello,string,aliases,alias,reference,refer,get-alias,get-alia,-alias,ls,alia,where-object,definition,definit,eq,get-childitem,-childitem,commands get-command,get-command module,get-help get-aduser,ad module,all ad,powershell fundamentals,what does,get-command noun",0.6922
powershell_admin_cheatsheet,POWERSHELL FUNDAMENTALS,"Pipeline, Filtering and Output",command,"# Where-Object — filter results
Get-Service | Where-Object {$_.Status -eq 'Running'}
Get-ADUser -Filter * | Where-Object {$_.Enabled -eq $false}
Get-Process | Where-Object {$_.CPU -gt 10}
Get-EventLog -LogName System -Newest 100 | Where-Object {$_.EntryType -eq 'Error'}

# Select-Object — choose specific properties
Get-ADUser -Filter * | Select-Object Name, SamAccountName, Enabled
Get-NetIPAddress | Select-Object InterfaceAlias, IPAddress, PrefixLength
Get-Process | Select-Object -First 10
Get-Process | Select-Object -Last 5

# Sort-Object
Get-Process | Sort-Object CPU -Descending
Get-ADUser -Filter * | Sort-Object Name
Get-HotFix | Sort-Object InstalledOn -Descending

# Format output
Get-Service | Format-Table Name, Status, StartType
Get-ADUser jansen -Properties * | Format-List
Get-NetAdapter | Format-Table -AutoSize

# Export and output
Get-ADUser -Filter * | Export-Csv C:\users.csv -NoTypeInformation
Get-Service | Out-File C:\services.txt
Get-ADUser -Filter * | ConvertTo-Json | Out-File C:\users.json
Get-DnsServerResourceRecord -ZoneName school.test | Export-Csv C:\dns.csv -NoTypeInformation

# Measure and count
Get-ADUser -Filter * | Measure-Object          # count results
(Get-ADUser -Filter *).Count                   # quick count
Get-Process | Measure-Object CPU -Sum -Average # aggregate CPU","windows,server,win,microsoft,ad,domain,active directory,active,directory,adds,dc,domain controller,promote,forest,install,aduc,adac,ou,user,management,powershell,gpo,group policy,policy,baseline,security,configure,config,setup,set,customise,customize,edit,change,admin,cheatsheet,cmdlet,new-aduser,import-csv,module,script,bulk,powershel,fundamentals,fundament,fundamental,pipeline,pipelin,filtering,filter,output,where-object,results,result,get-service,get-servic,-service,status,statu,eq,running,run,get-aduser,get-adus,-aduser,enabled,enabl,false,fals,get-process,-process,cpu,gt,get-eventlog,-eventlog,logname,lognam,system,newest,entrytype,entrytyp,error,select-object,choose,choos,specific,specif,properties,properti,property,name,samaccountname,samaccountnam,get-netipaddress,-netipaddress,interfacealias,interfacealia,ipaddress,address,prefixlength,sort-object,descending,descend,get-hotfix,-hotfix,installedon,format,format-table,format-t,starttype,starttyp,jansen,format-list,get-netadapter,get-netadapt,-netadapter,autosize,autos,export,export-csv,users,csv,notypeinformation,notypeinform,typeinformation,out-file,out-fil,services,servic,service,txt,convertto-json,json,get-dnsserverresourcerecord,-dnsserverresourcerecord,zonename,zonenam,school,test,dns,dn,measure,measur,count,measure-object,quick,sum,average,averag,aggregate,aggreg,get-aduser filter,and output,csv notypeinformation,filter where-object,filter where-object enabled,first get-process,format-table autosize,get-aduser filter where-object",0.6066
powershell_admin_cheatsheet,POWERSHELL FUNDAMENTALS,"Variables, Loops and Conditionals",command,"# Variables
$name = ""school.test""
$ip = ""172.16.1.1""
$servers = @(""dc1"", ""srv1"", ""rras1"")   # array
$cred = Get-Credential                   # prompt for credentials

# String operations
$name.ToUpper()
$name.Replace("".test"", "".local"")
""Server is: $name""                       # string interpolation
""IP: {0}, Name: {1}"" -f $ip, $name      # format string

# Conditionals
if ($name -eq ""school.test"") {
    Write-Host ""Correct domain""
} elseif ($name -eq ""bmc.test"") {
    Write-Host ""BMC domain""
} else {
    Write-Host ""Unknown domain""
}

# Comparison operators
# -eq   equal
# -ne   not equal
# -gt   greater than
# -lt   less than
# -like wildcard match (e.g. -like ""Jan*"")
# -match regex match
# -contains array contains value

# For loop
foreach ($server in $servers) {
    Write-Host ""Pinging $server""
    Test-NetConnection $server
}

# For loop with range
1..10 | ForEach-Object { Write-Host ""Number: $_"" }

# While loop
$i = 0
while ($i -lt 5) {
    Write-Host $i
    $i++
}

# ForEach-Object in pipeline
$servers | ForEach-Object { Test-NetConnection $_ }
Get-ADUser -Filter * | ForEach-Object { Set-ADUser $_ -Description ""Staff"" }

# Try / Catch error handling
try {
    Get-ADUser nonexistentuser
} catch {
    Write-Host ""Error: $_""
}","windows,server,win,microsoft,ad,domain,active directory,active,directory,adds,dc,domain controller,promote,forest,install,aduc,adac,ou,user,management,powershell,gpo,group policy,policy,baseline,security,configure,config,setup,set,customise,customize,edit,change,admin,cheatsheet,cmdlet,new-aduser,import-csv,module,script,bulk,powershel,fundamentals,fundament,fundamental,variables,variabl,variable,loops,loop,conditionals,condit,name,school,test,ip,address,subnet,cidr,host,network,dhcp,ipv4,servers,dc1,srv1,rras1,array,cred,get-credential,get-credenti,-credential,prompt,credentials,credenti,credential,string,operations,oper,operation,toupper,replace,replac,local,interpolation,interpol,format,eq,write-host,correct,elseif,bmc,else,els,unknown,comparison,operators,operator,equal,ne,gt,greater,lt,less,wildcard,match,jan,regex,contains,contain,value,valu,foreach,pinging,ping,test-netconnection,test-netconnect,range,rang,foreach-object,number,pipeline,pipelin,get-aduser,get-adus,-aduser,filter,set-aduser,set-adus,description,descript,staff,try,tri,catch,error,handling,handl,nonexistentuser,nonexistentus,nexistentuser,for loop,less than,local server,school test,in servers,like jan,name school,name school test",0.6625
powershell_admin_cheatsheet,ACTIVE DIRECTORY — USERS,"Create, View and Modify AD Users",command,"Import-Module ActiveDirectory

# Create a basic user
New-ADUser -Name ""Jan Jansen"" -SamAccountName jjansen -Enabled $true `
    -AccountPassword (ConvertTo-SecureString ""P@ssw0rd1"" -AsPlainText -Force)

# Create a fully detailed user in a specific OU
New-ADUser `
    -Name ""Piet Hein"" `
    -GivenName ""Piet"" `
    -Surname ""Hein"" `
    -SamAccountName phein `
    -UserPrincipalName phein@school.test `
    -AccountPassword (ConvertTo-SecureString ""P@ssw0rd1"" -AsPlainText -Force) `
    -Enabled $true `
    -Path ""OU=medewerkers,DC=school,DC=test"" `
    -Department ""IT"" `
    -Title ""Sysadmin"" `
    -Office ""Rotterdam"" `
    -Description ""IT staff member""

# View user
Get-ADUser jjansen
Get-ADUser jjansen -Properties *                          # all properties
Get-ADUser jjansen -Properties Department, Title, Email   # specific properties

# Search users
Get-ADUser -Filter {Name -like ""Jan*""}
Get-ADUser -Filter {Enabled -eq $false}                   # all disabled accounts
Get-ADUser -Filter {Department -eq ""IT""}
Get-ADUser -Filter * -SearchBase ""OU=medewerkers,DC=school,DC=test""  # within OU
Get-ADUser -Filter * | Select-Object Name, SamAccountName, Enabled

# Modify user
Set-ADUser -Identity jjansen -Title ""Senior Sysadmin""
Set-ADUser -Identity jjansen -Department ""Infrastructure""
Set-ADUser -Identity jjansen -Description ""Updated description""
Set-ADUser -Identity jjansen -OfficePhone ""0612345678""
Set-ADUser -Identity jjansen -EmailAddress ""jjansen@school.test""
Set-ADUser -Identity jjansen -PasswordNeverExpires $true
Set-ADUser -Identity jjansen -SmartcardLogonRequired $false

# Reset password
Set-ADAccountPassword -Identity jjansen `
    -NewPassword (ConvertTo-SecureString ""NewP@ss1"" -AsPlainText -Force) -Reset

# Force password change at next logon
Set-ADUser -Identity jjansen -ChangePasswordAtLogon $true

# Enable / disable
Enable-ADAccount -Identity jjansen
Disable-ADAccount -Identity jjansen

# Unlock locked account
Unlock-ADAccount -Identity jjansen

# Find locked accounts
Search-ADAccount -LockedOut
Search-ADAccount -LockedOut | Select-Object Name, SamAccountName

# Find disabled accounts
Search-ADAccount -AccountDisabled | Select-Object Name, SamAccountName

# Find accounts with expired passwords
Search-ADAccount -PasswordExpired | Select-Object Name, PasswordExpired

# Delete user
Remove-ADUser -Identity jjansen -Confirm:$false

# Move user to different OU
Get-ADUser jjansen | Move-ADObject -TargetPath ""OU=admin,DC=school,DC=test""","windows,server,win,microsoft,ad,domain,active directory,active,directory,adds,dc,domain controller,promote,forest,install,aduc,adac,ou,user,management,powershell,gpo,group policy,policy,baseline,security,configure,config,setup,set,customise,customize,edit,change,admin,cheatsheet,create,add,new,make,useradd,adduser,build,activ,directori,users,creat,view,modify,modifi,import-module,import-modul,activedirectory,activedirectori,basic,new-aduser,new-adus,name,jan,jansen,samaccountname,samaccountnam,jjansen,enabled,enabl,true,accountpassword,convertto-securestring,convertto-securestr,ssw0rd1,asplaintext,force,forc,fully,fulli,detailed,detail,specific,specif,piet,hein,givenname,givennam,surname,surnam,phein,userprincipalname,userprincipalnam,principalname,school,test,path,medewerkers,medewerk,department,depart,title,titl,sysadmin,office,offic,rotterdam,description,descript,staff,member,get-aduser,get-adus,-aduser,properties,properti,property,email,mail,smtp,imap,pop3,postfix,dovecot,mta,mua,search,filter,eq,false,fals,disabled,disabl,accounts,account,searchbase,searchbas,within,select-object,set-aduser,set-adus,identity,ident,senior,infrastructure,infrastructur,updated,updat,officephone,officephon,emailaddress,passwordneverexpires,passwordneverexpir,smartcardlogonrequired,smartcardlogonrequir,reset,password,passwd,chage,secret,credentials,pass,pwd,set-adaccountpassword,newpassword,newp,ss1,chang,logon,changepasswordatlogon,enable,activate,allow,permit,start,disable,lock,deactivate,prevent,block,enable-adaccount,disable-adaccount,unlock,unblock,usermod,identity jjansen,set-aduser identity jjansen,set-aduser identity,get-aduser jjansen,get-aduser filter,select-object name samaccountname,accountpassword convertto-securestring ssw0rd1,accounts search-adaccount",0.6274
